0	-800	0.0
0	-640	0.0
0	-480	0.0
0	-320	0.0
0	-160	0.0
0	0	0.0
0	160	1.0
0	320	0.0
0	480	0.0
0	800	0.0

36	-800	0.0
36	-640	0.0
36	-480	0.0
36	-320	0.0
36	-160	0.0
36	0	0.0
36	160	0.0
36	320	0.0
36	480	0.0
36	800	0.0

72	-800	0.0
72	-640	0.0
72	-480	0.0
72	-320	0.0
72	-160	0.0
72	0	0.0
72	160	0.0
72	320	0.0
72	480	0.0
72	800	0.0

108	-800	0.0
108	-640	0.0
108	-480	0.0
108	-320	0.0
108	-160	0.0
108	0	0.0
108	160	0.0
108	320	0.0
108	480	0.0
108	800	0.0

144	-800	0.0
144	-640	0.0
144	-480	0.0
144	-320	0.0
144	-160	0.0
144	0	0.0
144	160	0.0
144	320	0.0
144	480	0.0
144	800	0.0

180	-800	0.0
180	-640	0.0
180	-480	1.0
180	-320	0.0
180	-160	0.0
180	0	0.0
180	160	0.0
180	320	0.0
180	480	0.0
180	800	0.0

216	-800	0.0
216	-640	0.0
216	-480	0.0
216	-320	0.0
216	-160	0.0
216	0	0.0
216	160	0.0
216	320	0.0
216	480	0.0
216	800	0.0

252	-800	0.0
252	-640	0.0
252	-480	0.0
252	-320	0.0
252	-160	0.0
252	0	0.0
252	160	0.0
252	320	0.0
252	480	0.0
252	800	0.0

288	-800	0.0
288	-640	0.0
288	-480	0.0
288	-320	0.0
288	-160	0.0
288	0	0.0
288	160	0.0
288	320	0.0
288	480	0.0
288	800	0.0

324	-800	0.0
324	-640	0.0
324	-480	0.0
324	-320	0.0
324	-160	0.0
324	0	0.0
324	160	0.0
324	320	0.0
324	480	0.0
324	800	0.0

360	-800	0.0
360	-640	0.0
360	-480	0.0
360	-320	0.0
360	-160	0.0
360	0	0.0
360	160	1.0
360	320	0.0
360	480	0.0
360	800	0.0
