0	-800	0.0
0	-784	0.0
0	-768	0.0
0	-752	0.0
0	-736	0.0
0	-720	0.0
0	-704	0.0
0	-688	0.0
0	-672	0.0
0	-656	0.0
0	-640	0.0
0	-624	0.0
0	-608	0.0
0	-592	0.0
0	-576	0.0
0	-560	0.0
0	-544	0.0
0	-528	0.0
0	-512	0.0
0	-496	0.0
0	-480	0.0
0	-464	0.0
0	-448	0.0
0	-432	0.0
0	-416	0.0
0	-400	0.0
0	-384	0.0
0	-368	0.0
0	-352	0.0
0	-336	0.0
0	-320	0.0
0	-304	0.0
0	-288	0.0
0	-272	0.0
0	-256	0.0
0	-240	0.0
0	-224	0.0
0	-208	0.0
0	-192	0.0
0	-176	0.0
0	-160	0.0
0	-144	0.0
0	-128	0.0
0	-112	0.0
0	-96	0.0
0	-80	0.0
0	-64	0.0
0	-48	0.0
0	-32	0.0
0	-16	0.0
0	0	0.0
0	16	0.0
0	32	0.0
0	48	0.0
0	64	0.0
0	80	0.0
0	96	0.0
0	112	0.0
0	128	0.0
0	144	0.0
0	160	0.0
0	176	0.09675384561602601
0	192	0.09675384561602601
0	208	0.09675384561602601
0	224	0.09675384561602601
0	240	0.09675384561602601
0	256	0.09675384561602601
0	272	0.09675384561602601
0	288	0.09675384561602601
0	304	0.0
0	320	0.0
0	336	0.0
0	352	0.0
0	368	0.0
0	384	0.0
0	400	0.0
0	416	0.0
0	432	0.0
0	448	0.0
0	464	0.0
0	480	0.0
0	496	0.0
0	512	0.0
0	528	0.0
0	544	0.0
0	560	0.0
0	576	0.0
0	592	0.0
0	608	0.0
0	624	0.0
0	640	0.0
0	656	0.0
0	672	0.0
0	688	0.0
0	704	0.0
0	720	0.0
0	736	0.0
0	752	0.0
0	768	0.0
0	800	0.0

36	-800	0.0
36	-784	0.0
36	-768	0.0
36	-752	0.0
36	-736	0.0
36	-720	0.0
36	-704	0.0
36	-688	0.0
36	-672	0.0
36	-656	0.0
36	-640	0.0
36	-624	0.0
36	-608	0.0
36	-592	0.0
36	-576	0.0
36	-560	0.0
36	-544	0.0
36	-528	0.0
36	-512	0.0
36	-496	0.0
36	-480	0.0
36	-464	0.0
36	-448	0.0
36	-432	0.0
36	-416	0.0
36	-400	0.0
36	-384	0.0
36	-368	0.0
36	-352	0.0
36	-336	0.0
36	-320	0.0
36	-304	0.0
36	-288	0.0
36	-272	0.0
36	-256	0.0
36	-240	0.0
36	-224	0.0
36	-208	0.0
36	-192	0.0
36	-176	0.0
36	-160	0.0
36	-144	0.0
36	-128	0.0
36	-112	0.0
36	-96	0.0
36	-80	0.0
36	-64	0.0
36	-48	0.0
36	-32	0.0
36	-16	0.0
36	0	0.0
36	16	0.0
36	32	0.0
36	48	0.0
36	64	0.0
36	80	0.0
36	96	0.0
36	112	0.0
36	128	0.0
36	144	0.0
36	160	0.0
36	176	0.0
36	192	0.0
36	208	0.0
36	224	0.0
36	240	0.0
36	256	0.0
36	272	0.8478165798250883
36	288	1.0
36	304	1.0
36	320	1.0
